manifest_index,task_id,task_group,prompt_id,oracle_length,length_bucket,frozen_controller_test_row,frozen_controller_test_exclusion_flag,source_dataset,model
887,SingleLineInfilling/HumanEval/156/L3,HumanEval/156,L3,23,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
888,SingleLineInfilling/HumanEval/156/L4,HumanEval/156,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
889,SingleLineInfilling/HumanEval/156/L5,HumanEval/156,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
890,SingleLineInfilling/HumanEval/156/L6,HumanEval/156,L6,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
891,SingleLineInfilling/HumanEval/156/L7,HumanEval/156,L7,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
892,SingleLineInfilling/HumanEval/156/L8,HumanEval/156,L8,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
893,SingleLineInfilling/HumanEval/156/L9,HumanEval/156,L9,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
894,SingleLineInfilling/HumanEval/156/L10,HumanEval/156,L10,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
895,SingleLineInfilling/HumanEval/156/L11,HumanEval/156,L11,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
896,SingleLineInfilling/HumanEval/156/L12,HumanEval/156,L12,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
897,SingleLineInfilling/HumanEval/156/L13,HumanEval/156,L13,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
898,SingleLineInfilling/HumanEval/157/L0,HumanEval/157,L0,29,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
899,SingleLineInfilling/HumanEval/158/L0,HumanEval/158,L0,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
900,SingleLineInfilling/HumanEval/159/L0,HumanEval/159,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
901,SingleLineInfilling/HumanEval/159/L1,HumanEval/159,L1,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
902,SingleLineInfilling/HumanEval/159/L2,HumanEval/159,L2,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
903,SingleLineInfilling/HumanEval/159/L3,HumanEval/159,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
904,SingleLineInfilling/HumanEval/160/L0,HumanEval/160,L0,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
905,SingleLineInfilling/HumanEval/160/L1,HumanEval/160,L1,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
906,SingleLineInfilling/HumanEval/160/L2,HumanEval/160,L2,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
907,SingleLineInfilling/HumanEval/160/L3,HumanEval/160,L3,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
908,SingleLineInfilling/HumanEval/161/L0,HumanEval/161,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
909,SingleLineInfilling/HumanEval/161/L1,HumanEval/161,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
910,SingleLineInfilling/HumanEval/161/L2,HumanEval/161,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
911,SingleLineInfilling/HumanEval/161/L3,HumanEval/161,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
912,SingleLineInfilling/HumanEval/161/L4,HumanEval/161,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
913,SingleLineInfilling/HumanEval/161/L5,HumanEval/161,L5,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
914,SingleLineInfilling/HumanEval/161/L6,HumanEval/161,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
915,SingleLineInfilling/HumanEval/161/L7,HumanEval/161,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
916,SingleLineInfilling/HumanEval/161/L8,HumanEval/161,L8,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
917,SingleLineInfilling/HumanEval/161/L9,HumanEval/161,L9,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
918,SingleLineInfilling/HumanEval/161/L10,HumanEval/161,L10,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
919,SingleLineInfilling/HumanEval/161/L11,HumanEval/161,L11,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
920,SingleLineInfilling/HumanEval/161/L12,HumanEval/161,L12,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
921,SingleLineInfilling/HumanEval/161/L13,HumanEval/161,L13,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
922,SingleLineInfilling/HumanEval/162/L0,HumanEval/162,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
923,SingleLineInfilling/HumanEval/162/L1,HumanEval/162,L1,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
924,SingleLineInfilling/HumanEval/163/L0,HumanEval/163,L0,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
925,SingleLineInfilling/HumanEval/163/L1,HumanEval/163,L1,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
926,SingleLineInfilling/HumanEval/163/L3,HumanEval/163,L3,23,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
