manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
2852,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L7,L0_L7,3428,HumanEval/110,674,148,70,205,60,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",60,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3428:MultiLineInfilling/HumanEval/110/L0_L7,all_official_rows_except_frozen_controller_test_groups
2853,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L8,L0_L8,3429,HumanEval/110,674,168,50,205,67,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",67,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3429:MultiLineInfilling/HumanEval/110/L0_L8,all_official_rows_except_frozen_controller_test_groups
2854,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L9,L0_L9,3430,HumanEval/110,674,189,29,205,73,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",73,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3430:MultiLineInfilling/HumanEval/110/L0_L9,all_official_rows_except_frozen_controller_test_groups
2855,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L0_L10,L0_L10,3431,HumanEval/110,674,205,13,205,79,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",79,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3431:MultiLineInfilling/HumanEval/110/L0_L10,all_official_rows_except_frozen_controller_test_groups
2856,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L1,L1_L1,3432,HumanEval/110,685,13,193,210,6,69,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3432:MultiLineInfilling/HumanEval/110/L1_L1,all_official_rows_except_frozen_controller_test_groups
2857,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L2,L1_L2,3433,HumanEval/110,685,32,174,210,14,61,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3433:MultiLineInfilling/HumanEval/110/L1_L2,all_official_rows_except_frozen_controller_test_groups
2858,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L3,L1_L3,3434,HumanEval/110,685,53,153,210,24,51,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3434:MultiLineInfilling/HumanEval/110/L1_L3,all_official_rows_except_frozen_controller_test_groups
2859,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L4,L1_L4,3435,HumanEval/110,685,74,132,210,30,45,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3435:MultiLineInfilling/HumanEval/110/L1_L4,all_official_rows_except_frozen_controller_test_groups
2860,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L5,L1_L5,3436,HumanEval/110,685,93,113,210,38,37,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",38,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3436:MultiLineInfilling/HumanEval/110/L1_L5,all_official_rows_except_frozen_controller_test_groups
2861,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L6,L1_L6,3437,HumanEval/110,685,114,92,210,48,27,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",48,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3437:MultiLineInfilling/HumanEval/110/L1_L6,all_official_rows_except_frozen_controller_test_groups
2862,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L7,L1_L7,3438,HumanEval/110,685,136,70,210,54,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",54,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3438:MultiLineInfilling/HumanEval/110/L1_L7,all_official_rows_except_frozen_controller_test_groups
2863,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L8,L1_L8,3439,HumanEval/110,685,156,50,210,61,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",61,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3439:MultiLineInfilling/HumanEval/110/L1_L8,all_official_rows_except_frozen_controller_test_groups
2864,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L9,L1_L9,3440,HumanEval/110,685,177,29,210,67,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",67,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3440:MultiLineInfilling/HumanEval/110/L1_L9,all_official_rows_except_frozen_controller_test_groups
2865,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L1_L10,L1_L10,3441,HumanEval/110,685,193,13,210,73,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",73,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3441:MultiLineInfilling/HumanEval/110/L1_L10,all_official_rows_except_frozen_controller_test_groups
2866,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L2,L2_L2,3442,HumanEval/110,698,19,174,216,8,61,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3442:MultiLineInfilling/HumanEval/110/L2_L2,all_official_rows_except_frozen_controller_test_groups
2867,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L3,L2_L3,3443,HumanEval/110,698,40,153,216,18,51,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3443:MultiLineInfilling/HumanEval/110/L2_L3,all_official_rows_except_frozen_controller_test_groups
2868,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L4,L2_L4,3444,HumanEval/110,698,61,132,216,24,45,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3444:MultiLineInfilling/HumanEval/110/L2_L4,all_official_rows_except_frozen_controller_test_groups
2869,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L5,L2_L5,3445,HumanEval/110,698,80,113,216,32,37,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",32,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3445:MultiLineInfilling/HumanEval/110/L2_L5,all_official_rows_except_frozen_controller_test_groups
2870,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L6,L2_L6,3446,HumanEval/110,698,101,92,216,42,27,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",42,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3446:MultiLineInfilling/HumanEval/110/L2_L6,all_official_rows_except_frozen_controller_test_groups
2871,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L7,L2_L7,3447,HumanEval/110,698,123,70,216,48,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",48,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3447:MultiLineInfilling/HumanEval/110/L2_L7,all_official_rows_except_frozen_controller_test_groups
2872,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L8,L2_L8,3448,HumanEval/110,698,143,50,216,55,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",55,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3448:MultiLineInfilling/HumanEval/110/L2_L8,all_official_rows_except_frozen_controller_test_groups
2873,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L9,L2_L9,3449,HumanEval/110,698,164,29,216,61,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",61,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3449:MultiLineInfilling/HumanEval/110/L2_L9,all_official_rows_except_frozen_controller_test_groups
2874,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L2_L10,L2_L10,3450,HumanEval/110,698,180,13,216,67,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",67,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3450:MultiLineInfilling/HumanEval/110/L2_L10,all_official_rows_except_frozen_controller_test_groups
2875,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L3,L3_L3,3451,HumanEval/110,717,21,153,224,10,51,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3451:MultiLineInfilling/HumanEval/110/L3_L3,all_official_rows_except_frozen_controller_test_groups
2876,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L4,L3_L4,3452,HumanEval/110,717,42,132,224,16,45,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",16,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3452:MultiLineInfilling/HumanEval/110/L3_L4,all_official_rows_except_frozen_controller_test_groups
2877,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L5,L3_L5,3453,HumanEval/110,717,61,113,224,24,37,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3453:MultiLineInfilling/HumanEval/110/L3_L5,all_official_rows_except_frozen_controller_test_groups
2878,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L6,L3_L6,3454,HumanEval/110,717,82,92,224,34,27,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",34,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3454:MultiLineInfilling/HumanEval/110/L3_L6,all_official_rows_except_frozen_controller_test_groups
2879,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L7,L3_L7,3455,HumanEval/110,717,104,70,224,40,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",40,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3455:MultiLineInfilling/HumanEval/110/L3_L7,all_official_rows_except_frozen_controller_test_groups
2880,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L8,L3_L8,3456,HumanEval/110,717,124,50,224,47,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3456:MultiLineInfilling/HumanEval/110/L3_L8,all_official_rows_except_frozen_controller_test_groups
2881,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L9,L3_L9,3457,HumanEval/110,717,145,29,224,53,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",53,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3457:MultiLineInfilling/HumanEval/110/L3_L9,all_official_rows_except_frozen_controller_test_groups
2882,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L3_L10,L3_L10,3458,HumanEval/110,717,161,13,224,59,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",59,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3458:MultiLineInfilling/HumanEval/110/L3_L10,all_official_rows_except_frozen_controller_test_groups
2883,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L4,L4_L4,3459,HumanEval/110,738,21,132,234,6,45,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3459:MultiLineInfilling/HumanEval/110/L4_L4,all_official_rows_except_frozen_controller_test_groups
2884,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L5,L4_L5,3460,HumanEval/110,738,40,113,234,14,37,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3460:MultiLineInfilling/HumanEval/110/L4_L5,all_official_rows_except_frozen_controller_test_groups
2885,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L6,L4_L6,3461,HumanEval/110,738,61,92,234,24,27,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3461:MultiLineInfilling/HumanEval/110/L4_L6,all_official_rows_except_frozen_controller_test_groups
2886,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L7,L4_L7,3462,HumanEval/110,738,83,70,234,30,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3462:MultiLineInfilling/HumanEval/110/L4_L7,all_official_rows_except_frozen_controller_test_groups
2887,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L8,L4_L8,3463,HumanEval/110,738,103,50,234,37,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3463:MultiLineInfilling/HumanEval/110/L4_L8,all_official_rows_except_frozen_controller_test_groups
2888,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L9,L4_L9,3464,HumanEval/110,738,124,29,234,43,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3464:MultiLineInfilling/HumanEval/110/L4_L9,all_official_rows_except_frozen_controller_test_groups
2889,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L4_L10,L4_L10,3465,HumanEval/110,738,140,13,234,49,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",49,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3465:MultiLineInfilling/HumanEval/110/L4_L10,all_official_rows_except_frozen_controller_test_groups
2890,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L5,L5_L5,3466,HumanEval/110,759,19,113,240,8,37,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3466:MultiLineInfilling/HumanEval/110/L5_L5,all_official_rows_except_frozen_controller_test_groups
2891,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L6,L5_L6,3467,HumanEval/110,759,40,92,240,18,27,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3467:MultiLineInfilling/HumanEval/110/L5_L6,all_official_rows_except_frozen_controller_test_groups
2892,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L7,L5_L7,3468,HumanEval/110,759,62,70,240,24,21,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3468:MultiLineInfilling/HumanEval/110/L5_L7,all_official_rows_except_frozen_controller_test_groups
2893,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L8,L5_L8,3469,HumanEval/110,759,82,50,240,31,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",31,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3469:MultiLineInfilling/HumanEval/110/L5_L8,all_official_rows_except_frozen_controller_test_groups
2894,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L9,L5_L9,3470,HumanEval/110,759,103,29,240,37,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3470:MultiLineInfilling/HumanEval/110/L5_L9,all_official_rows_except_frozen_controller_test_groups
2895,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L5_L10,L5_L10,3471,HumanEval/110,759,119,13,240,43,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3471:MultiLineInfilling/HumanEval/110/L5_L10,all_official_rows_except_frozen_controller_test_groups
2896,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L6_L6,L6_L6,3472,HumanEval/110,778,21,92,248,10,27,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",10,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3472:MultiLineInfilling/HumanEval/110/L6_L6,all_official_rows_except_frozen_controller_test_groups
2897,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L6_L7,L6_L7,3473,HumanEval/110,778,43,70,248,16,21,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",16,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3473:MultiLineInfilling/HumanEval/110/L6_L7,all_official_rows_except_frozen_controller_test_groups
2898,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L6_L8,L6_L8,3474,HumanEval/110,778,63,50,248,23,14,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",23,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3474:MultiLineInfilling/HumanEval/110/L6_L8,all_official_rows_except_frozen_controller_test_groups
2899,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L6_L9,L6_L9,3475,HumanEval/110,778,84,29,248,29,8,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",29,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3475:MultiLineInfilling/HumanEval/110/L6_L9,all_official_rows_except_frozen_controller_test_groups
2900,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L6_L10,L6_L10,3476,HumanEval/110,778,100,13,248,35,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",35,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3476:MultiLineInfilling/HumanEval/110/L6_L10,all_official_rows_except_frozen_controller_test_groups
2901,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L7_L7,L7_L7,3477,HumanEval/110,799,22,70,258,6,21,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3477:MultiLineInfilling/HumanEval/110/L7_L7,all_official_rows_except_frozen_controller_test_groups
2902,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L7_L8,L7_L8,3478,HumanEval/110,799,42,50,258,13,14,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3478:MultiLineInfilling/HumanEval/110/L7_L8,all_official_rows_except_frozen_controller_test_groups
2903,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L7_L9,L7_L9,3479,HumanEval/110,799,63,29,258,19,8,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3479:MultiLineInfilling/HumanEval/110/L7_L9,all_official_rows_except_frozen_controller_test_groups
2904,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/110/L7_L10,L7_L10,3480,HumanEval/110,799,79,13,258,25,2,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:3480:MultiLineInfilling/HumanEval/110/L7_L10,all_official_rows_except_frozen_controller_test_groups
